id,superficie_interior_m2,superficie_exterior_m2,numero_habitacions,numero_banos,ano_construccion,lonxitude,latitude,temperatura_media_mes_construccion,tipo_edificacion,calidade_materiais,cor_favorita_propietario,distancia_centro_km,distancia_escola_km,indice_criminalidade,acceso_transporte_publico,orientacion,eficiencia_enerxetica,numero_arboles_xardin,prezo_euros
22807,92.68,31.85,4,1,1953,-8.14,43.02,21.63,Apartamento,Baixa,Vermello,0.10,6.38,0.19,Bo,Este,C,0,68097
2484,106.82,1.96,1,1,1988,-7.77,43.50,26.10,Apartamento,Media,Amarelo,5.37,13.17,0.46,Malo,Este,D,0,86374
11075,90.09,1724.48,2,2,1996,-8.01,43.51,16.35,Casa,Alta,Azul,29.14,11.77,0.40,Regular,Norte,C,12,332334
8840,55.14,10.74,5,1,2013,-9.26,43.11,26.94,Apartamento,Media,Verde,,6.43,0.20,Regular,Norte,A,0,98899
13226,187.25,1675.18,2,3,2001,-8.71,42.44,20.49,Casa,Media,Verde,6.48,4.65,0.63,Bo,Sur,B,14,476737
28322,234.38,110.40,1,3,1997,-7.93,43.05,17.74,Chalet adosado,Media,Negro,53.19,0.27,0.25,Bo,Norte,F,10,278459
15029,125.30,1361.85,1,2,1959,-7.68,43.24,27.36,Casa,Alta,Azul,62.31,4.66,0.27,Bo,Norte,E,5,305897
22023,80.30,6.83,5,3,2020,-8.17,42.58,11.56,Apartamento,Baixa,Amarelo,6.48,13.69,0.56,Regular,Sur,F,0,61957
6416,126.56,0.00,1,3,2023,-7.45,43.07,26.25,Apartamento,Alta,Negro,14.16,27.67,0.28,Regular,Norte,G,0,151672
8350,168.60,31.63,4,3,1982,-8.21,42.69,6.27,Apartamento,Media,Verde,11.53,25.29,0.45,Bo,Este,F,0,152634
21902,108.95,20.51,5,1,1984,-6.78,43.20,6.29,Apartamento,Baixa,Amarelo,0.10,0.47,0.31,Bo,Este,F,0,102126
25383,117.97,182.86,2,1,2009,-7.93,42.38,15.89,Chalet adosado,Media,Azul,,11.23,0.52,Malo,Este,G,12,93319
17708,118.82,0.00,4,1,2003,-9.22,42.06,8.38,Apartamento,Media,Azul,7.29,0.85,0.42,Bo,Norte,C,0,97545
17539,198.17,809.91,1,3,2020,-7.19,43.54,5.02,Casa,Media,Negro,72.93,6.18,0.09,Bo,Norte,B,16,312466
15509,164.11,2103.13,6,3,2010,-8.54,42.11,18.13,Casa,Media,Branco,0.73,24.61,0.36,Bo,Este,C,7,525217
907,123.84,2073.00,6,1,1984,-6.82,43.23,9.86,Casa,Alta,Negro,42.37,8.08,0.53,Regular,Oeste,F,6,375822
29058,167.77,998.31,2,3,1963,-6.76,42.33,29.20,Casa,Media,Branco,49.73,15.14,0.24,Bo,Sur,D,11,308360
4075,,1219.22,6,1,1944,-7.05,42.72,29.83,Casa,Media,Vermello,29.19,1.35,0.44,Malo,Norte,C,5,381196
18132,156.15,65.29,6,2,1941,-7.75,43.48,10.22,Chalet adosado,Alta,Vermello,9.51,0.05,0.50,Bo,Sur,D,4,255965
25510,105.08,0.00,4,3,1941,-7.58,43.08,16.15,Apartamento,Media,Verde,5.69,14.79,0.44,Malo,Este,E,0,94262
28225,,0.00,3,1,2006,-9.19,42.45,17.60,Apartamento,Baixa,Branco,20.02,7.22,0.31,Bo,Sur,C,0,65292
4357,121.15,6.02,5,1,1950,-8.32,42.87,9.99,Apartamento,Alta,Negro,8.30,1.05,0.06,Bo,Oeste,D,0,157276
17124,,,6,2,2021,-7.88,42.03,19.27,Casa,Alta,Azul,31.82,5.33,0.47,Bo,Norte,C,9,712466
11598,98.88,42.31,6,1,1984,-6.96,43.32,29.13,Apartamento,Baixa,Azul,,9.46,-0.04,Regular,Norte,D,0,87151
12688,258.26,177.89,3,2,1950,-7.15,43.50,21.18,Chalet adosado,Media,Vermello,31.19,3.53,0.33,Bo,Sur,C,5,335157
25413,43.20,1923.94,1,1,1972,-8.54,42.09,15.78,Casa,Media,Branco,,17.69,0.31,Bo,Norte,C,11,318589
12909,257.35,144.69,3,1,2000,-6.73,43.19,23.69,Chalet adosado,Media,Amarelo,72.72,15.04,0.63,Bo,Este,B,17,291719
2382,176.47,32.37,2,1,1943,-7.75,42.17,12.81,Chalet adosado,Media,Branco,74.86,0.05,0.07,Regular,Oeste,C,5,266393
6382,46.66,0.00,4,2,2024,-9.12,43.11,29.88,Chalet adosado,Baixa,Amarelo,58.31,,0.48,Bo,Sur,D,16,158062
10862,281.86,2545.72,5,3,1994,-7.40,43.21,20.55,Casa,Alta,Negro,80.21,9.97,0.26,Malo,Sur,D,10,738171
13197,61.58,0.00,2,1,2011,-7.25,43.72,23.98,Apartamento,Media,Branco,1.26,8.03,0.27,Bo,Norte,B,0,57673
19918,65.78,0.00,3,1,2010,-7.15,43.63,12.74,Apartamento,Alta,Negro,23.90,7.30,0.34,Regular,Oeste,D,0,50000
12354,51.01,19.20,5,1,1974,-8.23,42.98,21.62,Apartamento,Media,Branco,,9.24,0.18,Regular,Norte,C,0,76367
111,30.00,0.00,3,1,1992,-8.49,42.68,29.35,Apartamento,Alta,Verde,4.68,2.62,0.05,Bo,Norte,D,0,50000
5744,133.59,16.21,5,2,1992,-6.71,42.89,14.73,Apartamento,Alta,Verde,21.00,,-0.03,Bo,Sur,B,0,145617
16093,160.15,0.00,2,1,1948,-7.15,42.19,23.71,Apartamento,Media,Vermello,16.76,0.05,-0.01,Bo,Sur,G,0,74894
6679,111.34,0.00,2,1,1960,-8.07,43.76,18.21,Apartamento,Media,Negro,11.41,11.54,0.24,Regular,Este,A,0,90762
8837,266.03,63.99,5,3,1943,-6.88,43.66,23.38,Chalet adosado,Media,Amarelo,7.20,10.38,0.45,Bo,Sur,A,2,298632
28545,40.12,0.00,6,2,1988,-6.84,42.81,11.59,Apartamento,Alta,Amarelo,18.57,18.89,0.08,Regular,Norte,B,0,58776
6098,142.21,162.65,2,2,1978,-8.43,43.63,23.74,Chalet adosado,Baixa,Verde,68.49,0.36,0.47,Bo,Norte,A,1,168122
21886,252.99,514.48,2,3,2020,-8.31,43.17,15.67,Casa,Alta,Vermello,31.54,8.46,0.41,Bo,Sur,G,6,395599
29641,212.93,196.78,6,3,1982,-8.99,42.63,12.96,Chalet adosado,Alta,Branco,31.29,2.17,0.12,Malo,Sur,B,5,387155
5922,250.04,81.47,6,3,1945,-7.27,43.04,25.56,Chalet adosado,Alta,Amarelo,32.46,9.40,-0.06,Regular,Este,E,16,379722
23925,131.95,2558.67,2,2,1978,-8.16,43.62,18.48,Casa,Alta,Vermello,74.56,14.20,0.74,Bo,Norte,C,14,549499
28112,119.53,1644.83,3,3,1967,-7.63,43.63,17.90,Casa,Media,Vermello,46.64,21.08,0.68,Bo,Sur,C,1,329280
9346,150.91,2759.00,2,3,2003,-7.99,42.55,21.28,Casa,Alta,Azul,42.22,4.50,0.04,Bo,Sur,E,10,620148
19722,171.51,45.26,6,3,1982,-7.76,43.44,20.38,Apartamento,Alta,Amarelo,0.10,5.17,0.15,Regular,Sur,C,0,191595
16162,115.38,0.00,4,3,1967,-7.89,43.03,25.13,Apartamento,Media,Vermello,18.89,11.43,0.25,Bo,Oeste,D,0,102230
5306,122.17,51.62,5,3,2015,-8.51,41.88,27.93,Chalet adosado,Alta,Branco,58.75,20.84,0.82,Bo,Norte,D,5,172049
9050,182.48,2945.05,4,2,1982,-8.59,43.07,14.69,Casa,Media,Azul,9.11,15.77,0.62,Bo,Este,F,19,568640
13195,129.98,0.00,6,1,1973,-7.88,42.39,11.81,Apartamento,Alta,Verde,17.37,4.06,0.42,Bo,Este,B,0,106731
26224,84.52,0.00,3,2,2010,-8.86,42.48,18.64,Apartamento,Alta,Negro,16.37,9.57,0.34,Regular,Norte,C,0,149927
5618,30.00,0.00,2,3,2010,-7.66,43.22,17.27,Apartamento,Baixa,Azul,10.04,12.81,0.21,Regular,Norte,E,0,50000
10062,30.00,0.00,6,3,2002,-7.06,43.29,23.27,Apartamento,Media,Amarelo,10.48,6.95,-0.06,Regular,Este,F,0,86343
23311,176.61,6.04,5,1,1977,-7.02,41.98,27.82,Apartamento,Media,Vermello,,4.14,0.16,Bo,Sur,C,0,133931
29184,165.30,1743.60,2,3,1948,-7.06,42.71,29.46,Casa,Alta,Negro,13.50,0.05,0.26,Bo,Sur,B,4,422774
8583,46.53,4.04,2,1,2017,-7.13,43.10,11.24,Apartamento,Media,Branco,8.12,10.28,0.29,Regular,Norte,G,0,51027
11754,143.99,5.36,2,2,1962,-8.04,42.73,5.77,Apartamento,Media,Verde,0.91,,,Regular,Este,D,0,133867
18518,101.61,0.00,5,2,2008,-6.94,42.39,28.89,Apartamento,Media,Azul,10.64,24.29,0.32,Bo,Oeste,C,0,107473
22834,253.39,74.14,2,1,1975,-8.31,43.50,9.74,Chalet adosado,Media,Negro,55.45,5.17,0.17,Bo,Oeste,B,11,376966
3913,85.30,,6,1,1960,-7.45,42.94,24.93,Apartamento,Baixa,Amarelo,6.30,12.52,0.19,Bo,Sur,A,0,67826
1431,,381.31,5,3,2006,-7.90,42.65,24.45,Casa,Media,Amarelo,77.22,11.57,0.46,Bo,Este,F,14,354086
2530,69.99,165.54,6,1,1992,-8.11,41.95,29.52,Apartamento,Media,Vermello,71.66,0.05,0.03,Bo,Norte,G,18,104108
23056,162.21,25.31,1,3,1971,-7.46,43.07,25.70,Apartamento,Alta,Vermello,6.60,17.62,0.51,Regular,Sur,F,0,144162
9422,30.00,23.91,3,3,1947,-9.08,42.17,24.55,Apartamento,Media,Vermello,5.53,8.29,0.45,Regular,Norte,D,0,73256
26808,181.98,216.76,1,3,1945,-7.25,43.75,18.80,Chalet adosado,Alta,Verde,62.36,10.18,0.37,Bo,Este,F,1,260220
21530,135.73,40.16,4,1,1961,-7.10,43.74,5.86,Apartamento,Baixa,Branco,10.37,7.85,0.34,Bo,Norte,C,0,100897
6449,57.45,21.01,4,1,1983,-7.99,42.51,18.28,Apartamento,Alta,Azul,12.33,0.05,0.12,Bo,Este,F,0,50000
18414,58.65,17.21,2,3,1975,-9.00,41.93,8.03,Apartamento,Baixa,Azul,16.17,3.94,0.05,Regular,Este,G,0,50000
12373,96.35,0.00,1,1,1991,-8.95,42.83,14.82,Apartamento,Media,Amarelo,22.26,7.81,0.18,Bo,Este,B,0,105790
7647,181.78,1119.37,6,2,2001,-7.98,42.56,28.92,Casa,Alta,Azul,9.58,6.14,0.30,Bo,Este,C,0,425519
29304,223.01,,4,1,1954,-7.45,43.34,24.23,Casa,Media,Verde,16.79,2.16,0.27,Bo,Norte,E,16,635750
2327,,,1,3,1948,-8.70,43.35,29.22,Apartamento,Baixa,Azul,3.43,15.31,0.33,Malo,Sur,D,0,91146
29566,184.84,531.73,1,1,1948,-7.89,43.27,17.53,Casa,Media,Negro,17.44,9.03,0.49,Bo,Oeste,C,18,317006
4922,225.82,1033.51,1,2,2009,-6.84,42.89,20.58,Casa,Baixa,Vermello,29.14,10.27,0.36,Bo,Sur,C,7,300829
11776,113.76,0.00,3,1,2007,-8.64,42.21,12.94,Apartamento,Media,Negro,4.00,10.86,0.13,Malo,Norte,A,0,125506
28773,243.21,141.58,4,1,2004,-7.94,42.80,21.07,Chalet adosado,Baixa,Negro,32.85,1.31,0.29,Bo,Norte,B,10,237215
3949,84.66,15.86,6,2,1952,-7.44,42.23,16.59,Apartamento,Media,Azul,15.01,21.48,0.36,Regular,Norte,F,0,118351
9137,118.91,53.18,1,3,1942,-7.38,41.80,19.19,Apartamento,Media,Azul,12.57,9.66,0.32,Bo,Este,B,0,89549
25842,93.80,32.39,3,1,2017,-7.61,43.71,9.57,Chalet adosado,Baixa,Azul,83.43,4.27,,Bo,Sur,A,17,102901
8752,126.61,46.93,1,2,2006,-7.34,43.18,24.00,Apartamento,Alta,Amarelo,0.10,0.05,0.39,Bo,Sur,D,0,127694
11053,201.78,68.92,1,2,1963,-7.36,42.52,9.15,Chalet adosado,Alta,Verde,39.57,25.99,0.46,Bo,Oeste,G,5,307844
472,297.72,1885.82,5,1,2021,-8.92,43.70,27.41,Casa,Media,Amarelo,86.95,0.05,0.02,Bo,Norte,D,9,665093
20397,137.90,2.16,6,3,1975,-8.69,43.54,5.33,Apartamento,Alta,Vermello,9.52,18.20,0.25,Bo,Sur,C,0,141221
14549,105.08,591.88,6,2,1977,-9.00,43.26,9.77,Casa,Media,Branco,28.31,9.23,0.30,Malo,Sur,D,4,285068
25784,97.26,25.03,2,2,1954,-6.86,43.00,8.47,Apartamento,Baixa,Branco,0.10,16.70,0.36,Bo,Este,A,0,50000
12221,129.17,0.00,4,1,1989,-6.90,43.14,8.68,Apartamento,Media,Negro,17.27,2.71,0.36,Bo,Oeste,A,0,107793
19758,30.00,14.81,4,2,1985,-8.88,41.97,24.94,Apartamento,Baixa,Azul,5.30,10.72,0.41,Bo,Oeste,D,0,50000
12053,126.85,0.00,2,3,1969,-8.44,42.69,8.94,Apartamento,Alta,Amarelo,0.10,10.76,0.36,Regular,Oeste,D,0,119971
25034,215.28,380.93,5,1,2017,-9.05,42.85,17.42,Casa,Alta,Azul,71.58,15.72,0.69,Regular,Oeste,E,4,362870
3324,274.70,,6,3,1995,-6.83,42.46,21.95,Casa,Media,Vermello,68.90,5.56,0.26,Bo,Norte,G,2,427845
10609,61.81,0.00,1,1,1966,-7.93,43.11,13.32,Apartamento,Baixa,Verde,0.10,8.60,0.02,Malo,Norte,G,0,50000
15759,128.81,48.94,1,3,2009,-8.95,43.14,7.28,Apartamento,Media,Vermello,7.34,9.44,0.17,Bo,Sur,C,0,89229
9963,97.97,252.47,2,3,1991,-7.10,43.48,27.57,Casa,Media,Vermello,68.57,16.90,0.44,Bo,Oeste,B,15,160788
27442,137.54,0.00,3,2,1969,-7.32,42.14,11.31,Apartamento,Alta,Vermello,0.10,1.48,0.25,Bo,Este,F,0,109732
21843,111.81,103.65,3,2,1945,-6.94,41.83,14.96,Chalet adosado,Alta,Branco,72.28,0.05,0.22,Malo,Oeste,C,13,174069
28735,246.40,2099.22,4,2,1961,-6.83,43.12,22.42,Casa,Alta,Verde,20.41,10.66,0.23,Bo,Sur,C,1,588423
1163,81.13,2181.23,4,3,1980,-8.24,41.92,27.51,Casa,Alta,Vermello,59.51,0.53,0.67,Bo,Este,B,14,432949
12177,261.35,2718.76,5,3,2016,-7.50,42.15,11.35,Casa,Media,Amarelo,86.04,8.04,0.21,Regular,Oeste,D,6,626989
21980,224.80,207.93,5,1,2020,-7.29,43.02,16.52,Chalet adosado,Alta,Verde,21.80,6.56,0.43,Bo,Norte,B,10,354374
7370,103.83,126.09,2,1,2003,-9.27,42.36,5.64,Chalet adosado,Alta,Branco,11.12,3.26,0.45,Bo,Norte,D,12,141549
13642,139.35,3.06,5,2,1999,-8.04,43.44,11.96,Apartamento,Media,Amarelo,17.36,17.67,0.16,Regular,Norte,F,0,88828
3796,156.72,0.00,5,2,2014,-7.42,42.34,9.61,Apartamento,Media,Azul,12.97,5.43,0.18,Bo,Este,E,0,167118
1220,155.05,55.04,5,1,1967,-8.84,43.31,6.55,Apartamento,Baixa,Azul,4.15,5.94,,Bo,Sur,D,0,88970
4528,187.89,12.79,1,3,1975,-7.33,43.51,5.96,Apartamento,Baixa,Branco,13.56,,0.58,Bo,Sur,E,0,122485
863,68.30,0.00,2,2,1969,-7.99,43.47,10.39,Apartamento,Media,Azul,10.17,19.63,0.26,Bo,Oeste,D,0,50000
19401,80.03,0.00,2,2,2011,-6.95,42.60,19.27,Apartamento,Media,Branco,12.52,7.32,0.12,Bo,Sur,B,0,118441
20912,252.26,74.43,2,3,1994,-9.19,43.10,23.89,Chalet adosado,Alta,Branco,,28.90,0.26,Bo,Oeste,D,16,358908
10942,226.67,123.34,1,2,1961,-7.68,42.00,6.33,Chalet adosado,Baixa,Vermello,71.15,0.05,0.52,Regular,Sur,A,14,248111
13291,222.49,1030.97,2,1,2021,-7.99,43.38,14.57,Casa,Alta,Azul,45.47,2.11,0.15,Bo,Sur,C,15,459835
18743,91.80,5.77,4,3,1960,-8.85,43.07,9.43,Apartamento,Alta,Amarelo,0.10,4.00,0.26,Bo,Oeste,F,0,109975
22908,160.37,0.00,1,2,1946,-9.10,41.98,16.85,Apartamento,Media,Branco,16.54,6.58,0.30,Bo,Oeste,C,0,98049
27232,264.73,1404.04,4,1,1986,-7.50,42.30,20.31,Casa,Media,Branco,7.56,10.26,,Regular,Oeste,G,2,402829
5353,187.89,480.10,2,3,1972,-6.86,41.99,28.34,Apartamento,Alta,Negro,0.37,14.05,0.12,Regular,Oeste,C,0,52428
15041,286.13,,2,2,1947,-7.58,42.58,23.74,Casa,Media,Vermello,,10.42,0.63,Bo,Oeste,E,13,364019
5558,237.90,2711.94,5,1,1951,-6.79,42.45,19.76,Casa,Alta,Vermello,24.17,13.87,0.47,Bo,Oeste,B,1,600266
4412,275.07,132.85,6,2,1964,-9.09,41.98,21.91,Chalet adosado,Media,Vermello,15.46,,0.64,Regular,Este,D,17,337014
11682,265.16,2765.09,5,2,2014,-9.25,41.93,25.51,Casa,Media,Vermello,19.30,19.07,0.45,Bo,Oeste,F,10,656267
26017,309.62,1736.79,1,2,1993,-8.66,42.26,15.76,Casa,Alta,Negro,37.30,1.40,0.80,Malo,Oeste,C,9,591629
24979,272.47,223.64,6,3,2013,-7.65,41.85,13.08,Casa,Baixa,Negro,47.92,3.47,0.08,Bo,Sur,D,5,257526
11894,181.97,2005.07,5,1,2016,-7.05,43.72,14.83,Casa,Baixa,Vermello,3.61,11.67,0.50,Bo,Oeste,C,17,362148
18915,194.69,2069.94,1,1,1985,-8.16,42.43,29.09,Casa,Media,Amarelo,27.62,8.02,0.66,Malo,Oeste,E,18,430121
25262,38.25,0.00,1,1,1960,-7.47,42.78,14.98,Casa,Alta,Azul,12.03,12.89,0.30,Regular,Norte,B,0,51294
8149,254.27,1496.18,2,3,2007,-7.66,42.38,12.87,Casa,Media,Azul,63.02,6.58,0.54,Bo,Sur,E,18,477453
29038,300.22,1453.73,5,1,2023,-8.64,43.47,6.39,Casa,Media,Verde,2.72,11.92,0.24,Bo,Oeste,E,12,630588
5875,160.18,8.03,2,1,1969,-7.59,42.21,11.92,Chalet adosado,Media,Verde,,24.26,0.47,Bo,Este,B,14,150580
21982,128.74,12.31,1,2,1974,-7.69,42.21,26.13,Apartamento,Baixa,Vermello,17.52,1.21,0.17,Bo,Sur,A,0,61456
5304,196.44,18.60,3,2,2009,-7.65,41.80,26.98,Chalet adosado,Media,Negro,22.23,13.89,0.33,Bo,Este,C,17,225396
6587,116.75,189.17,5,2,2019,-8.96,43.49,23.06,Chalet adosado,Alta,Verde,63.80,2.35,0.34,Malo,Oeste,D,6,207873
8642,113.16,2158.94,1,3,1949,-7.69,43.37,18.54,Casa,Media,Azul,69.20,1.86,0.41,Bo,Este,D,12,400170
287,149.85,1885.07,3,1,1964,-8.89,42.43,25.19,Casa,Media,Vermello,19.90,15.34,0.32,Bo,Oeste,A,8,427298
5357,233.02,811.37,5,1,1968,-8.47,42.59,7.30,Casa,Alta,Branco,72.26,9.22,0.51,Bo,Este,D,8,454128
13540,176.86,12.39,5,3,2020,-9.27,43.46,26.54,Apartamento,Media,Branco,12.47,11.37,0.09,Regular,Oeste,F,0,164933
7585,184.06,,1,2,1962,-7.92,42.70,28.52,Casa,Media,Branco,6.33,6.78,0.49,Bo,Oeste,C,19,331510
6847,94.69,0.00,1,3,1968,-8.27,43.18,8.98,Apartamento,Media,Negro,5.58,10.38,0.24,Bo,Oeste,C,0,94882
7763,83.69,0.00,5,2,1950,-8.88,43.39,13.49,Apartamento,Alta,Vermello,,5.29,0.38,Bo,Oeste,F,0,133800
25443,287.83,124.16,4,3,1962,-6.85,42.83,26.53,Chalet adosado,Alta,Branco,80.76,0.05,0.38,Bo,Sur,E,12,365900
13939,134.96,19.15,6,3,2011,-8.15,43.44,19.08,Apartamento,Media,Azul,10.54,5.14,0.56,Bo,Este,C,0,191840
15332,110.40,108.57,1,1,1992,-7.12,42.86,12.06,Chalet adosado,Alta,Vermello,18.76,25.47,0.83,Regular,Norte,C,5,103272
294,30.00,4.88,3,3,1989,-9.22,43.64,13.29,Apartamento,Alta,Vermello,11.14,16.71,-0.05,Bo,Este,E,0,71774
9053,,0.00,2,1,1994,-7.72,43.79,29.40,Apartamento,Alta,Branco,20.28,3.25,0.11,Bo,Sur,F,0,167279
3594,61.85,0.00,1,3,1957,-6.78,42.57,15.41,Apartamento,Media,Azul,14.48,14.21,0.58,Bo,Este,E,0,58317
18103,42.63,0.00,5,2,1959,-7.33,41.83,24.39,Apartamento,Media,Branco,0.10,11.42,0.09,Bo,Este,A,0,116814
16773,325.45,125.66,6,1,1982,-7.89,42.64,9.64,Chalet adosado,Alta,Amarelo,83.62,22.11,0.40,Bo,Sur,C,9,418736
21932,95.92,0.00,2,1,1942,-8.08,42.89,15.31,Apartamento,Media,Negro,23.05,5.75,0.38,Bo,Sur,D,0,81016
16792,145.99,57.76,4,2,2024,-9.17,42.08,5.86,Apartamento,Media,Negro,,0.05,0.29,Regular,Este,C,0,140078
916,78.46,0.00,2,1,2017,-7.85,42.61,29.87,Apartamento,Media,Vermello,5.99,2.36,-0.05,Regular,Oeste,E,0,88976
2729,223.93,118.10,3,1,2006,-7.81,42.29,20.35,Chalet adosado,Media,Verde,44.75,6.39,0.27,Regular,Sur,D,6,288376
29729,123.98,92.52,2,2,1956,-8.66,42.54,7.46,Chalet adosado,Baixa,Negro,62.32,,0.43,Bo,Este,D,8,101405
17970,137.95,0.00,5,3,2023,-7.14,42.96,20.31,Apartamento,Baixa,Azul,7.87,4.09,0.17,Bo,Este,C,0,132927
12506,74.63,0.00,2,3,1941,-7.86,41.98,12.73,Apartamento,Baixa,Verde,22.37,10.40,0.30,Regular,Norte,G,0,96320
23997,247.27,212.05,2,1,1994,-7.89,43.71,26.25,Casa,Baixa,Azul,56.74,12.54,0.54,Bo,Este,C,11,280080
16689,82.29,5.59,3,2,1997,-8.95,43.13,13.79,Apartamento,Baixa,Vermello,8.82,5.91,0.50,Regular,Norte,F,0,95160
10187,187.87,2819.94,6,2,1964,-9.22,42.14,11.47,Casa,Media,Negro,52.34,0.05,0.10,Bo,Norte,D,5,610210
22961,406.82,729.90,1,1,1974,-7.33,42.91,16.76,Casa,Media,Azul,45.09,0.05,0.39,Bo,Oeste,F,16,265281
5801,46.56,21.26,6,1,1976,-8.85,42.10,24.99,Apartamento,Media,Negro,8.85,24.52,-0.02,Regular,Norte,A,0,59538
5417,164.27,0.00,6,1,2003,-6.78,41.90,10.21,Apartamento,Media,Branco,9.45,5.99,0.19,Bo,Norte,C,0,98776
9730,107.83,0.00,6,2,1967,-8.73,43.78,15.97,Apartamento,Media,Verde,13.06,23.94,0.06,Bo,Oeste,C,0,197417
20990,230.44,,6,3,1963,-7.54,43.48,29.77,Chalet adosado,Alta,Vermello,11.53,3.31,0.63,Bo,Este,E,8,338430
8814,130.88,23.22,4,3,2017,-7.88,43.07,6.66,Apartamento,Baixa,Vermello,6.25,12.99,0.07,Bo,Este,D,0,142816
9711,51.22,0.00,4,2,2024,-8.60,41.82,5.87,Apartamento,Baixa,Azul,3.99,18.86,-0.08,Bo,Sur,D,0,50000
25544,107.07,0.00,4,1,1979,-8.80,43.22,28.94,Apartamento,Baixa,Verde,10.78,,0.09,Bo,Oeste,G,0,98699
13515,290.08,110.14,4,3,1963,-7.83,43.59,27.79,Chalet adosado,Alta,Verde,15.17,,0.47,Malo,Este,E,5,331403
14858,,11.96,4,3,1956,-7.82,42.22,20.90,Apartamento,Alta,Amarelo,2.10,21.15,0.28,Bo,Este,B,0,84172
27154,85.92,0.00,4,3,1988,-8.46,43.25,18.24,Apartamento,Alta,Verde,13.32,21.40,0.30,Bo,Oeste,B,0,106348
13357,,49.69,4,1,1954,-8.20,43.48,22.14,Chalet adosado,Media,Branco,48.99,8.16,0.29,Malo,Sur,C,12,390210
12245,88.11,0.00,1,1,2018,-6.93,41.92,17.64,Apartamento,Alta,Amarelo,17.82,11.09,0.41,Regular,Norte,C,0,195018
6988,98.28,0.00,5,3,1993,-7.19,42.01,9.73,Apartamento,Media,Verde,5.31,19.79,0.14,Bo,Este,E,0,98191
8827,30.00,0.00,5,3,2007,-9.15,43.37,27.79,Apartamento,Alta,Negro,0.10,9.46,0.03,Bo,Oeste,B,0,112766
23537,30.00,0.00,1,3,2021,-8.47,42.94,26.29,Apartamento,Media,Vermello,18.72,4.98,0.18,Regular,Oeste,F,0,83102
16258,196.15,,6,2,1987,-9.01,43.09,19.15,Apartamento,Media,Amarelo,18.76,5.17,0.06,Bo,Norte,C,0,206804
10921,145.99,0.00,3,1,2004,-7.91,43.28,21.31,Apartamento,Media,Negro,1.14,6.00,0.17,Regular,Oeste,F,0,157150
15160,,680.81,4,1,2022,-9.30,43.42,11.27,Casa,Media,Verde,81.12,13.20,0.38,Bo,Sur,B,1,447902
14362,275.42,216.82,2,2,1970,-8.49,42.77,12.70,Chalet adosado,Alta,Amarelo,3.29,24.87,0.42,Regular,Norte,C,1,345869
8128,116.68,12.33,4,3,2014,-7.90,43.56,24.66,Apartamento,Media,Azul,5.92,8.12,0.27,Bo,Norte,C,0,201128
18235,248.07,42.08,1,2,2016,-8.16,42.77,22.18,Chalet adosado,Alta,Negro,51.36,9.30,-0.02,Bo,Este,F,14,297274
24661,199.94,70.30,5,3,1953,-7.01,42.80,7.70,Chalet adosado,Baixa,Amarelo,45.81,5.78,0.41,Bo,Sur,G,13,183520
20204,133.71,2539.07,1,3,1952,-7.74,41.97,29.22,Casa,Alta,Verde,28.09,8.02,0.21,Malo,Sur,C,11,469862
25306,82.46,0.00,3,3,1982,-6.99,43.33,17.68,Apartamento,Media,Azul,2.92,8.12,0.40,Bo,Oeste,E,0,93625
6508,32.44,18.89,2,2,1997,-8.32,43.69,29.17,Apartamento,Media,Amarelo,13.53,3.31,0.33,Regular,Oeste,C,0,92371
12846,46.59,0.00,5,3,2010,-8.34,42.99,17.29,Apartamento,Alta,Branco,0.10,0.05,-0.12,Regular,Sur,E,0,125982
117,,0.00,1,2,2000,-7.65,43.04,16.56,Apartamento,Media,Vermello,4.20,16.64,0.09,Malo,Oeste,E,0,74877
22511,63.52,0.00,5,2,1941,-7.50,43.74,22.09,Apartamento,Alta,Branco,13.68,17.06,0.33,Regular,Oeste,D,0,57685
8089,89.59,23.46,5,1,2014,-7.27,43.07,22.44,Apartamento,Media,Amarelo,12.73,3.72,0.12,Bo,Oeste,E,0,121725
17900,36.35,0.00,2,2,2018,-9.26,41.95,21.57,Apartamento,Alta,Vermello,14.90,4.72,0.41,Bo,Oeste,A,0,73926
2936,54.77,0.00,4,3,1970,-7.20,43.08,19.40,Apartamento,Alta,Azul,10.61,6.35,0.05,Bo,Oeste,D,0,153885
23170,238.21,228.62,4,3,2008,-7.16,43.50,22.76,Casa,Media,Azul,3.68,6.61,0.14,Bo,Norte,E,9,410420
13099,62.02,0.00,4,3,1999,-8.78,42.13,12.30,Apartamento,Baixa,Vermello,17.16,8.58,0.18,Regular,Sur,C,0,107337
20292,,184.69,2,1,2009,-7.73,42.43,21.22,Chalet adosado,Alta,Azul,62.00,12.34,0.21,Malo,Este,F,3,303682
18548,238.35,103.72,1,3,2023,-8.77,42.16,10.55,Chalet adosado,Alta,Verde,46.54,20.60,0.40,Bo,Este,A,8,325639
27080,203.02,,4,3,1978,-8.49,43.30,16.43,Casa,Baixa,Amarelo,41.99,0.05,0.09,Bo,Este,E,11,230477
13696,135.20,1665.05,6,1,2006,-8.29,43.55,18.39,Casa,Media,Verde,38.38,23.54,0.55,Regular,Oeste,B,8,507573
19994,256.33,765.05,4,3,2005,-8.15,42.29,28.10,Casa,Baixa,Azul,27.03,12.46,0.76,Regular,Este,C,17,362466
